k,a,b,xk,f(xk),epsilon
0,-6,-4,-4.82467,0.104013,-
1,-4.82467,-4,-4.71413,-0.00722983,0.0234486
2,-4.82467,-4.71413,-4.72131,1.84066e-005,0.00152165
3,-4.72131100371,-4.71412684083,-4.72129275985,1.00966323323e-009,3.86417e-006
4,-4.72129275985,-4.71412684083,-4.72129275885,5.45067463387e-014,2.11963e-010
5,-4.72129275885,-4.71412684083,-4.72129275885,-1.5092094241e-016,1.14754e-014
