k,a,b,xk,f(xk),epsilon
0,-7,-6,-6.31145,-0.0168048,-
1,-6.31145,-6,-6.29463,0.000179208,0.00267279
2,-6.31145166522,-6.29462747082,-6.29480499236,-3.69434030905e-008,2.82013e-005
3,-6.29480499236,-6.29462747082,-6.29480495577,-6.32753271234e-014,5.81245e-009
4,-6.29480495577,-6.29462747082,-6.29480495577,-1.39819474493e-015,9.7357e-015
