setsize,time
20,0.002000
20,0.002000
20,0.000000
20,0.001000
20,0.001000
20,0.001000
20,0.002000
20,0.000000
20,0.002000
20,0.001000
20,0.001000
20,0.001000
20,0.001000
20,0.000000
20,0.007000
20,0.000000
20,0.002000
20,0.001000
20,0.001000
20,0.001000
20,0.004000
20,0.023000
20,0.002000
20,0.001000
20,0.000000
20,0.001000
20,0.002000
20,0.003000
20,0.001000
20,0.002000
20,0.003000
20,0.002000
20,0.000000
20,0.002000
20,0.001000
20,0.001000
20,0.004000
20,0.001000
20,0.002000
20,0.001000
20,0.001000
20,0.001000
20,0.000000
20,0.001000
20,0.000000
20,0.002000
20,0.001000
20,0.002000
20,0.001000
20,0.001000
20,0.000000
20,0.001000
20,0.001000
20,0.001000
20,0.005000
20,0.002000
20,0.001000
20,0.002000
20,0.001000
20,0.000000
20,0.001000
20,0.002000
20,0.000000
20,0.001000
20,0.001000
20,0.000000
20,0.002000
20,0.000000
20,0.001000
20,0.001000
20,0.001000
20,0.001000
20,0.002000
20,0.000000
20,0.001000
20,0.000000
20,0.004000
20,0.000000
20,0.001000
20,0.000000
20,0.001000
20,0.004000
20,0.000000
20,0.001000
20,0.001000
20,0.000000
20,0.001000
20,0.172000
20,0.000000
20,0.001000
20,0.000000
20,0.004000
20,0.000000
20,0.001000
20,0.001000
20,0.002000
20,0.001000
20,0.001000
20,0.001000
20,0.000000
24,0.001000
24,0.001000
24,0.001000
24,0.000000
24,0.001000
24,0.000000
24,0.004000
24,0.001000
24,0.004000
24,0.003000
24,0.006000
24,0.001000
24,0.008000
24,0.002000
24,0.001000
24,0.002000
24,0.007000
24,0.001000
24,0.001000
24,0.002000
24,0.002000
24,0.004000
24,0.001000
24,0.004000
24,0.001000
24,0.002000
24,0.001000
24,0.001000
24,0.001000
24,0.016000
24,0.002000
24,0.001000
24,0.000000
24,0.001000
24,0.013000
24,0.001000
24,0.003000
24,0.003000
24,0.002000
24,0.007000
24,0.002000
24,0.006000
24,0.004000
24,0.001000
24,0.009000
24,0.002000
24,0.000000
24,0.023000
24,0.001000
24,0.002000
24,0.001000
24,0.050000
24,0.039000
24,0.003000
24,0.535000
24,0.004000
24,0.010000
24,0.042000
24,0.004000
24,0.002000
24,0.001000
24,0.003000
24,0.023000
24,0.002000
24,0.001000
24,0.002000
24,0.001000
24,0.007000
24,0.000000
24,0.006000
24,0.003000
24,0.000000
24,0.004000
24,0.000000
24,0.006000
24,0.003000
24,0.003000
24,0.010000
24,0.007000
24,0.004000
24,0.001000
24,0.001000
24,0.006000
24,0.003000
24,0.005000
24,0.002000
24,0.005000
24,0.000000
24,0.002000
24,0.007000
24,0.001000
24,0.005000
24,0.090000
24,0.001000
24,0.010000
24,0.002000
24,0.000000
24,0.004000
24,0.006000
24,0.002000
28,0.008000
28,0.003000
28,0.001000
28,0.014000
28,0.002000
28,0.002000
28,0.008000
28,0.009000
28,0.019000
28,0.018000
28,0.027000
28,0.072000
28,0.006000
28,0.001000
28,0.023000
28,0.002000
28,0.013000
28,0.033000
28,0.026000
28,0.128000
28,0.016000
28,0.004000
28,0.014000
28,0.095000
28,0.034000
28,0.732000
28,0.021000
28,0.018000
28,0.003000
28,0.038000
28,0.001000
28,0.002000
28,0.000000
28,0.017000
28,0.010000
28,0.006000
28,0.006000
28,0.028000
28,0.027000
28,0.002000
28,0.007000
28,0.007000
28,0.004000
28,0.001000
28,0.007000
28,0.024000
28,0.014000
28,0.008000
28,0.009000
28,0.048000
28,0.002000
28,0.031000
28,0.000000
28,0.004000
28,0.007000
28,0.003000
28,0.001000
28,0.025000
28,0.005000
28,0.016000
28,0.008000
28,0.019000
28,0.003000
28,0.028000
28,0.001000
28,0.003000
28,0.015000
28,0.111000
28,0.002000
28,0.007000
28,0.015000
28,0.025000
28,0.001000
28,0.022000
28,0.001000
28,0.016000
28,0.004000
28,0.026000
28,0.000000
28,0.004000
28,0.014000
28,0.017000
28,0.003000
28,0.001000
28,0.010000
28,0.007000
28,0.072000
28,0.057000
28,0.013000
28,0.003000
28,0.032000
28,0.005000
28,0.014000
28,0.012000
28,0.002000
28,0.018000
28,0.006000
28,0.018000
28,0.013000
28,0.006000
32,0.047000
32,0.881000
32,0.051000
32,0.004000
32,0.003000
32,0.112000
32,0.032000
32,0.106000
32,0.025000
32,0.024000
32,0.059000
32,0.054000
32,0.060000
32,0.029000
32,0.003000
32,0.101000
32,0.064000
32,0.012000
32,0.207000
32,0.024000
32,0.006000
32,0.072000
32,0.009000
32,0.010000
32,0.008000
32,0.046000
32,0.001000
32,0.003000
32,0.072000
32,0.027000
32,0.177000
32,0.060000
32,0.055000
32,0.014000
32,0.007000
32,0.010000
32,0.020000
32,0.034000
32,0.041000
32,0.045000
32,0.004000
32,0.027000
32,0.002000
32,0.074000
32,0.745000
32,0.133000
32,0.020000
32,0.006000
32,0.025000
32,0.058000
32,0.013000
32,0.021000
32,0.361000
32,0.024000
32,0.061000
32,0.026000
32,0.019000
32,0.031000
32,0.073000
32,0.058000
32,0.094000
32,0.033000
32,0.024000
32,0.039000
32,0.024000
32,0.219000
