k,a,b,xk,f(xk),epsilon
0,-7,-6,-6.31145,-0.0168048,-
1,-6.31145,-6,-6.29463,0.000179208,0.00267279
2,-6.31145166522,-6.29462747082,-6.29480499236,-3.69434030905e-08,2.82013e-05
3,-6.29480499236,-6.29462747082,-6.29480495577,-6.32753271234e-14,5.81245e-09
4,-6.29480495577,-6.29462747082,-6.29480495577,-1.39819474493e-15,9.7357e-15
