round,accuracy,self,enemy
287,0.22641509433962265,both,both
288,0.22857142857142856,both,both
289,0.44,both,both
290,0.12195121951219512,both,both
291,0.375,both,both
292,0.11538461538461539,both,both
293,0.35714285714285715,both,both
294,0.10810810810810811,both,both
296,0.28205128205128205,both,both
297,0.37142857142857144,both,both
298,0.2894736842105263,both,both
300,0.3125,both,both
301,0.42857142857142855,both,both
302,0.4,both,both
303,0.10714285714285714,both,both
309,0.3333333333333333,both,both
310,0.2,both,both
311,0.43478260869565216,both,both
312,0.3125,both,both
314,0.17391304347826086,both,both
316,0.19444444444444445,both,both
317,0.47368421052631576,both,both
318,0.20689655172413793,both,both
319,0.09375,both,both
320,0.6538461538461539,both,both
322,0.36,both,both
323,0.2222222222222222,both,both
324,0.23076923076923078,both,both
325,0.4444444444444444,both,both
326,0.13333333333333333,both,both
327,0.20588235294117646,both,both
328,0.3157894736842105,both,both
329,0.2916666666666667,both,both
330,0.24561403508771928,both,both
331,0.4090909090909091,both,both
332,0.4782608695652174,both,both
337,0.7894736842105263,both,both
338,0.15151515151515152,both,both
339,0.2631578947368421,both,both
341,0.42857142857142855,both,both
342,0.15151515151515152,both,both
344,0.25,both,both
346,0.2,both,both
348,0.16666666666666666,both,both
349,0.48484848484848486,both,both
350,0.03571428571428571,both,both
351,0.39473684210526316,both,both
352,0.25,both,both
353,0.2571428571428571,both,both
354,0.2702702702702703,both,both
356,0.7142857142857143,both,both
357,0.40540540540540543,both,both
358,0.2647058823529412,both,both
360,0.25,both,both
362,0.3448275862068966,both,both
363,0.1568627450980392,both,both
364,0.42857142857142855,both,both
365,0.7058823529411765,both,both
366,0.2558139534883721,both,both
367,0.2,both,both
368,0.2222222222222222,both,both
369,0.24242424242424243,both,both
370,0.1875,both,both
371,0.34146341463414637,both,both
372,0.25,both,both
373,0.5806451612903226,both,both
374,0.5625,both,both
376,0.22727272727272727,both,both
377,0.06666666666666667,both,both
378,0.4523809523809524,both,both
379,0.125,both,both
380,0.32653061224489793,both,both
381,0.24242424242424243,both,both
382,0.15625,both,both
384,0.36363636363636365,both,both
385,0.6190476190476191,both,both
386,0.29411764705882354,both,both
387,0.43243243243243246,both,both
389,0.2777777777777778,both,both
391,0.25,both,both
392,0.20754716981132076,both,both
395,0.2608695652173913,both,both
396,0.3939393939393939,both,both
397,0.11538461538461539,both,both
398,0.38461538461538464,both,both
399,0.3333333333333333,both,both
400,0.5384615384615384,both,both
401,0.375,both,both
402,0.25806451612903225,both,both
403,0.3611111111111111,both,both
404,0.21875,both,both
405,0.21739130434782608,both,both
407,0.17142857142857143,both,both
408,0.3,both,both
410,0.25925925925925924,both,both
411,0.10416666666666667,both,both
412,0.2222222222222222,both,both
413,0.18518518518518517,both,both
414,0.14285714285714285,both,both
416,0.1388888888888889,both,both
417,0.59375,both,both
418,0.23333333333333334,both,both
419,0.4,both,both
420,0.3076923076923077,both,both
421,0.4074074074074074,both,both
422,0.4642857142857143,both,both
423,0.26666666666666666,both,both
425,0.28125,both,both
426,0.32,both,both
427,0.15384615384615385,both,both
428,0.5161290322580645,both,both
429,0.25316455696202533,both,both
430,0.19047619047619047,both,both
431,1.0,both,both
432,0.3269230769230769,both,both
433,0.5058823529411764,both,both
434,0.32432432432432434,both,both
435,0.6190476190476191,both,both
436,0.7692307692307693,both,both
440,0.21739130434782608,both,both
441,0.3548387096774194,both,both
442,0.43478260869565216,both,both
443,0.625,both,both
444,0.29411764705882354,both,both
446,0.13793103448275862,both,both
448,0.06451612903225806,both,both
449,0.18181818181818182,both,both
450,0.15254237288135594,both,both
451,0.12195121951219512,both,both
452,0.8333333333333334,both,both
455,0.0967741935483871,both,both
457,0.25,both,both
458,0.2727272727272727,both,both
459,0.4864864864864865,both,both
460,0.0,both,both
461,0.38461538461538464,both,both
463,0.3333333333333333,both,both
464,0.13333333333333333,both,both
465,0.4090909090909091,both,both
467,0.47619047619047616,both,both
468,0.2916666666666667,both,both
470,0.1111111111111111,both,both
471,0.3181818181818182,both,both
474,0.1875,both,both
475,0.0784313725490196,both,both
476,0.2647058823529412,both,both
478,0.36,both,both
479,0.5,both,both
480,0.52,both,both
481,0.19444444444444445,both,both
482,0.2,both,both
483,0.3055555555555556,both,both
484,0.32142857142857145,both,both
485,0.15625,both,both
486,0.4146341463414634,both,both
487,0.18181818181818182,both,both
488,0.358974358974359,both,both
490,0.36363636363636365,both,both
491,0.25,both,both
494,0.24390243902439024,both,both
495,0.21428571428571427,both,both
496,0.25925925925925924,both,both
497,0.45454545454545453,both,both
498,0.4,both,both
