round,accuracy,self,enemy
374,0.8888888888888888,both,stationary
375,0.273972602739726,both,stationary
376,0.3170731707317073,both,stationary
377,0.8888888888888888,both,stationary
378,0.42857142857142855,both,stationary
379,1.0,both,stationary
380,0.96,both,stationary
381,0.7333333333333333,both,stationary
382,0.1978021978021978,both,stationary
383,0.010526315789473684,both,stationary
384,0.0449438202247191,both,stationary
385,1.0,both,stationary
386,0.9583333333333334,both,stationary
387,0.9230769230769231,both,stationary
388,0.11029411764705882,both,stationary
389,0.6666666666666666,both,stationary
390,0.288135593220339,both,stationary
391,0.6363636363636364,both,stationary
392,0.3611111111111111,both,stationary
393,0.5333333333333333,both,stationary
394,0.8571428571428571,both,stationary
395,0.3333333333333333,both,stationary
396,0.8076923076923077,both,stationary
397,0.75,both,stationary
398,0.4444444444444444,both,stationary
399,0.96,both,stationary
400,0.5757575757575758,both,stationary
401,1.0,both,stationary
402,0.8888888888888888,both,stationary
403,0.45714285714285713,both,stationary
404,0.1650485436893204,both,stationary
405,0.9230769230769231,both,stationary
406,0.6060606060606061,both,stationary
407,0.5142857142857142,both,stationary
408,0.8,both,stationary
409,0.26785714285714285,both,stationary
410,0.45454545454545453,both,stationary
411,0.19402985074626866,both,stationary
412,0.1523809523809524,both,stationary
413,0.3090909090909091,both,stationary
414,0.8461538461538461,both,stationary
415,0.8888888888888888,both,stationary
416,1.0,both,stationary
417,0.9583333333333334,both,stationary
418,0.8571428571428571,both,stationary
419,0.7407407407407407,both,stationary
420,0.9230769230769231,both,stationary
421,0.1038961038961039,both,stationary
422,0.43333333333333335,both,stationary
423,0.45454545454545453,both,stationary
424,0.07751937984496124,both,stationary
425,0.13513513513513514,both,stationary
426,0.4411764705882353,both,stationary
427,0.045454545454545456,both,stationary
428,0.68,both,stationary
429,0.21333333333333335,both,stationary
430,0.2698412698412698,both,stationary
431,0.7931034482758621,both,stationary
432,0.28846153846153844,both,stationary
433,0.3695652173913043,both,stationary
434,0.061224489795918366,both,stationary
435,0.5806451612903226,both,stationary
436,0.3111111111111111,both,stationary
437,0.26,both,stationary
438,0.7777777777777778,both,stationary
439,0.2857142857142857,both,stationary
440,0.38095238095238093,both,stationary
441,0.6666666666666666,both,stationary
442,0.14935064935064934,both,stationary
443,0.40625,both,stationary
444,0.36363636363636365,both,stationary
445,0.13333333333333333,both,stationary
446,0.6774193548387096,both,stationary
447,0.18181818181818182,both,stationary
448,0.48,both,stationary
449,0.10810810810810811,both,stationary
450,0.5172413793103449,both,stationary
451,0.44,both,stationary
452,0.6296296296296297,both,stationary
453,0.46875,both,stationary
454,0.17647058823529413,both,stationary
455,0.71875,both,stationary
456,0.29310344827586204,both,stationary
457,0.96,both,stationary
458,0.5588235294117647,both,stationary
459,0.2698412698412698,both,stationary
460,0.7058823529411765,both,stationary
461,0.0859375,both,stationary
462,0.36363636363636365,both,stationary
463,0.8888888888888888,both,stationary
464,0.8888888888888888,both,stationary
465,0.4772727272727273,both,stationary
466,0.21739130434782608,both,stationary
467,0.5882352941176471,both,stationary
468,0.1506849315068493,both,stationary
469,0.072992700729927,both,stationary
470,0.7741935483870968,both,stationary
471,0.6571428571428571,both,stationary
472,0.7307692307692307,both,stationary
473,0.6666666666666666,both,stationary
474,0.5833333333333334,both,stationary
475,0.43243243243243246,both,stationary
476,0.08080808080808081,both,stationary
477,0.96,both,stationary
478,0.41025641025641024,both,stationary
479,0.0,both,stationary
480,0.96,both,stationary
481,0.47058823529411764,both,stationary
482,0.06611570247933884,both,stationary
483,1.0,both,stationary
484,0.12751677852348994,both,stationary
485,0.5,both,stationary
486,0.1111111111111111,both,stationary
487,0.36585365853658536,both,stationary
488,0.7857142857142857,both,stationary
489,0.45714285714285713,both,stationary
490,0.7741935483870968,both,stationary
491,0.23684210526315788,both,stationary
492,0.234375,both,stationary
493,0.34782608695652173,both,stationary
494,1.0,both,stationary
495,0.5714285714285714,both,stationary
496,0.3,both,stationary
497,0.34328358208955223,both,stationary
498,0.375,both,stationary
499,0.9583333333333334,both,stationary
