selfX,selfY,selfEnergy,selfGunHeading,enemyCount,targetDistance,targetHeading,targetBearing,targetEnergy,targetVelocity,deltaGunHeading,hit
0.5396233557616514,0.7215785413968304,0.495,0.6584680465029851,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.5,0.0,-56.25381250280785,false
0.43020186175230324,0.8021535488124162,0.49,0.6133185673285189,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.5,0.0,-3.2464399770242665,false
0.5396233557616514,0.7215785413968304,0.485,0.6598562340590071,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.5,0.0,-75.47063575499995,true
0.43020186175230324,0.8021535488124162,0.495,0.6168822458506739,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.48,0.0,42.63614407945943,false
0.5396233557616514,0.7215785413968304,0.49,0.6797604238491718,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.48,0.0,-13.460297393527583,true
0.5396233557616514,0.7215785413968304,0.495,0.6444379359642471,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.46,0.0,45.12390905078033,false
0.43020186175230324,0.8021535488124162,0.49,0.6031154611053033,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.46,0.0,21.19580360475318,false
0.46521673983529466,0.7763695464394288,0.48,0.6164892586724049,1,0.42539613661313247,0.5851463068452596,-0.2074828676791956,0.46,0.0,49.13598898380161,false
0.43020186175230324,0.8021535488124162,0.475,0.6418670058496313,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.46,0.0,0.0,false
0.5396233557616514,0.7215785413968304,0.47,0.6796471923190214,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.46,0.0,67.17122258551231,false
0.43020186175230324,0.8021535488124162,0.465,0.6440116995009996,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.46,0.0,55.02932405823293,false
0.5396233557616514,0.7215785413968304,0.46,0.6857598218849795,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.46,0.0,-7.974476813332117,false
0.5396233557616514,0.7215785413968304,0.45,0.6571464777006182,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.46,0.0,85.06738943079023,false
0.5396233557616514,0.7215785413968304,0.44,0.6633086628764698,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.46,0.0,-2.8490027674834977,true
0.5396233557616514,0.7215785413968304,0.445,0.6660372343305573,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.44,0.0,74.07481335525367,false
0.43020186175230324,0.8021535488124162,0.44,0.6495783825395949,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.44,0.0,30.810855717068648,false
0.43020186175230324,0.8021535488124162,0.43,0.6308893870641696,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.44,0.0,-96.67038006872264,false
0.5396233557616514,0.7215785413968304,0.425,0.6401383313177178,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.44,0.0,89.73736227238794,false
0.5396233557616514,0.7215785413968304,0.415,0.6410940661156803,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.44,0.0,39.72750204885108,false
0.5396233557616514,0.7215785413968304,0.405,0.6775103868836349,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.44,0.0,-28.95697147591639,false
0.43020186175230324,0.8021535488124162,0.4,0.652629910561645,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.44,0.0,-11.87220456267579,false
0.5396233557616514,0.7215785413968304,0.395,0.6752071201097677,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.44,0.0,-13.286500320054188,true
0.5396233557616514,0.7215785413968304,0.415,0.6539097956433819,1,0.4481717954983841,0.5851463068452596,-0.18410729000681966,0.4,0.0,-13.921812758655335,false
0.46521673983529466,0.7763695464394288,0.41,0.615238093536006,1,0.42539613661313247,0.5851463068452596,-0.2074828676791956,0.4,0.0,-45.09761278119915,false
0.43020186175230324,0.8021535488124162,0.4,0.6168128689329551,1,0.4180897145415582,0.5851463068452596,-0.2192429724335681,0.4,0.0,-50.7105414514924,false
