k,a,b,xk,f(xk),epsilon
0,0.8,1,0.9,0.0266731,-
1,0.8,0.9,0.85,-0.0287804,0.0588235
2,0.85,0.9,0.875,-0.0019185,0.0285714
3,0.875,0.9,0.8875,0.0121605,0.0140845
29,0.876726,0.876726,0.876726,1.38052e-010,2.12455e-010
30,0.876726,0.876726,0.876726,3.43227e-011,1.06227e-010
31,0.876726,0.876726,0.876726,-1.75421e-011,5.31137e-011
