k,a,b,xk,f(xk),epsilon
0,-6,-4,-4.82467,0.104013,-
1,-4.82467,-4,-4.71413,-0.00722983,0.0234486
2,-4.82467,-4.71413,-4.72131,1.84066e-005,0.00152165
3,-4.72131,-4.71413,-4.72129,1.00966e-009,3.86417e-006
4,-4.72129,-4.71413,-4.72129,5.45067e-014,2.11963e-010
5,-4.72129,-4.71413,-4.72129,-1.50921e-016,1.14754e-014
