chunk,threads,setsize,time
10,4,4,0.002000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.002000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.002000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.002000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.000000
10,4,4,0.001000
10,4,4,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.002000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.002000
10,4,8,0.001000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.002000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.002000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,8,0.001000
10,4,8,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.001000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.002000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.002000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.002000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.000000
10,4,12,0.001000
10,4,12,0.000000
10,4,12,0.002000
10,4,12,0.000000
10,4,12,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.002000
10,4,16,0.001000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.002000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.004000
10,4,16,0.002000
10,4,16,0.001000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.009000
10,4,16,0.001000
10,4,16,0.002000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
10,4,16,0.000000
10,4,16,0.001000
