threads,setsize,time
1,32,0.085000
1,32,0.006000
1,32,0.125000
1,32,0.031000
1,32,0.024000
1,32,0.033000
1,32,0.025000
1,32,0.090000
1,32,0.030000
1,32,0.370000
1,36,0.937000
1,36,0.070000
1,36,0.030000
1,36,0.186000
1,36,0.004000
1,36,2.071000
1,36,0.266000
1,36,0.018000
1,36,0.582000
1,36,0.125000
1,36,0.155000
1,36,0.135000
1,36,0.034000
1,36,0.091000
1,36,0.350000
1,36,0.184000
1,36,0.077000
1,36,0.159000
1,36,0.558000
1,36,0.127000
1,36,0.053000
1,36,0.143000
1,36,0.013000
1,36,0.001000
1,36,0.372000
1,36,0.316000
1,36,0.099000
1,36,0.038000
1,36,0.016000
1,36,0.091000
1,40,0.039000
1,40,0.113000
1,40,0.522000
1,40,2.158000
1,40,0.345000
1,40,0.781000
1,40,1.731000
1,40,0.721000
1,40,1.801000
1,40,0.734000
1,40,0.867000
1,40,1.581000
1,40,2.620000
1,40,0.234000
1,40,1.373000
1,40,0.086000
1,40,0.801000
1,40,0.006000
1,40,3.185000
1,40,0.691000
1,40,0.222000
1,40,0.344000
1,40,1.767000
1,40,1.216000
1,40,1.823000
1,40,0.156000
1,40,0.231000
1,40,0.146000
1,40,0.187000
1,40,3.827000
1,44,1.287000
1,44,0.690000
1,44,4.588000
1,44,1.112000
1,44,0.785000
1,44,4.970000
1,44,7.035000
1,44,0.598000
1,44,1.313000
1,44,2.002000
1,44,364.139000
1,44,3.767000
1,44,0.113000
1,44,4.984000
1,44,6.264000
1,44,0.541000
1,44,14.034000
1,44,0.263000
1,44,2.251000
1,44,2.868000
1,44,2.110000
1,44,2.142000
1,44,3.174000
1,44,1.086000
1,44,6.474000
1,44,2.469000
1,44,0.349000
1,44,1.203000
1,44,6.286000
1,44,2.626000
1,48,28.358000
1,48,1.079000
1,48,15.701000
1,48,12.462000
1,48,6.627000
1,48,6.234000
1,48,34.247000
1,48,4.103000
1,48,34.099000
1,48,11.508000
1,48,33.115000
1,48,3.368000
1,48,21.140000
1,48,6.686000
1,48,7.290000
1,48,40.900000
1,48,21.808000
1,48,0.012000
1,48,0.221000
1,48,0.305000
1,48,3.770000
1,48,3.987000
1,48,20.295000
1,48,12.658000
1,48,12.978000
1,48,4.356000
1,48,7.460000
1,48,10.510000
1,48,12.903000
1,48,106.382000
1,52,62.547000
1,52,283.017000
1,52,28.945000
1,52,2.189000
1,52,84.136000
1,52,201.386000
1,52,53.760000
1,52,79.288000
1,52,109.160000
1,52,14.013000
1,52,486.709000
1,52,40.995000
1,52,7.272000
1,52,770.179000
1,52,33.531000
1,52,42.514000
1,52,32.848000
1,52,216.977000
1,52,5.210000
1,52,441.127000
1,52,7.293000
1,52,223.002000
1,52,5.586000
1,52,2.501000
1,52,8.303000
1,52,187.098000
1,52,3.268000
1,52,47.669000
1,52,9.078000
1,52,62.873000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.001000
2,4,0.000000
2,4,0.000000
2,4,0.001000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.000000
2,4,0.001000
2,4,0.000000
2,4,0.000000
2,4,0.001000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.001000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.002000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.001000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.000000
2,8,0.001000
2,8,0.000000
2,8,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.002000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,12,0.000000
2,12,0.001000
2,12,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.001000
2,16,0.000000
2,16,0.002000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.001000
2,16,0.001000
2,16,0.000000
2,16,0.001000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.000000
2,16,0.001000
2,16,0.000000
2,16,0.001000
2,16,0.000000
2,16,0.000000
2,16,0.001000
2,20,0.000000
2,20,0.000000
2,20,0.001000
2,20,0.004000
2,20,0.000000
2,20,0.000000
2,20,0.001000
2,20,0.000000
2,20,0.009000
2,20,0.001000
2,20,0.000000
2,20,0.000000
2,20,0.000000
2,20,0.001000
2,20,0.001000
2,20,0.000000
2,20,0.000000
2,20,0.000000
2,20,0.000000
2,20,0.000000
2,20,0.001000
2,20,0.000000
2,20,0.000000
2,20,0.001000
2,20,0.000000
2,20,0.001000
2,20,0.001000
2,20,0.000000
2,20,0.001000
2,20,0.000000
2,24,0.001000
2,24,0.000000
2,24,0.002000
2,24,0.002000
2,24,0.002000
2,24,0.001000
2,24,0.000000
2,24,0.002000
2,24,0.002000
2,24,0.002000
2,24,0.001000
2,24,0.001000
2,24,0.001000
2,24,0.001000
2,24,0.000000
2,24,0.001000
2,24,0.006000
2,24,0.000000
2,24,0.001000
2,24,0.003000
2,24,0.001000
2,24,0.002000
2,24,0.004000
2,24,0.013000
2,24,0.005000
2,24,0.001000
2,24,0.000000
2,24,0.000000
2,24,0.002000
2,24,0.001000
2,28,0.006000
2,28,0.003000
2,28,0.007000
2,28,0.010000
2,28,0.005000
2,28,0.001000
2,28,0.007000
2,28,0.001000
2,28,0.005000
2,28,0.001000
2,28,0.005000
2,28,0.000000
2,28,0.000000
2,28,0.001000
2,28,0.010000
2,28,0.017000
2,28,0.001000
2,28,0.010000
2,28,0.004000
2,28,0.003000
2,28,0.018000
2,28,0.004000
2,28,0.001000
2,28,0.007000
2,28,0.011000
2,28,0.000000
2,28,0.007000
2,28,0.005000
2,28,0.003000
2,28,0.000000
2,32,0.031000
2,32,0.102000
2,32,0.023000
2,32,0.004000
2,32,0.009000
2,32,0.011000
2,32,0.003000
2,32,0.001000
2,32,0.014000
2,32,0.002000
2,32,0.017000
2,32,0.001000
2,32,0.017000
2,32,0.022000
2,32,0.010000
2,32,0.014000
2,32,0.030000
2,32,0.015000
2,32,0.027000
2,32,0.089000
2,32,0.051000
2,32,0.003000
2,32,0.073000
2,32,0.017000
2,32,0.008000
2,32,0.015000
2,32,0.018000
2,32,0.042000
2,32,0.021000
2,32,0.224000
2,36,0.501000
2,36,0.043000
2,36,0.017000
2,36,0.088000
2,36,0.005000
2,36,1.001000
2,36,0.166000
2,36,0.010000
2,36,0.391000
2,36,0.078000
2,36,0.085000
2,36,0.074000
2,36,0.024000
2,36,0.061000
2,36,0.185000
2,36,0.106000
2,36,0.055000
2,36,0.092000
2,36,0.317000
2,36,0.063000
2,36,0.030000
2,36,0.077000
2,36,0.008000
2,36,0.001000
2,36,0.189000
2,36,0.162000
2,36,0.057000
2,36,0.029000
2,36,0.013000
2,36,0.064000
2,40,0.027000
2,40,0.066000
2,40,0.306000
2,40,1.432000
2,40,0.178000
2,40,0.405000
2,40,0.888000
2,40,0.317000
2,40,1.000000
2,40,0.376000
2,40,0.467000
2,40,0.970000
2,40,1.321000
2,40,0.144000
2,40,0.708000
2,40,0.048000
2,40,0.327000
2,40,0.002000
2,40,1.624000
2,40,0.297000
2,40,0.079000
2,40,0.178000
2,40,1.003000
2,40,0.596000
2,40,0.957000
2,40,0.080000
2,40,0.125000
2,40,0.091000
2,40,0.093000
2,40,2.178000
2,44,0.637000
2,44,0.319000
2,44,2.642000
2,44,0.529000
2,44,0.422000
2,44,2.728000
2,44,4.142000
2,44,0.275000
2,44,0.666000
2,44,0.999000
2,44,202.764000
2,44,2.075000
2,44,0.078000
2,44,3.609000
2,44,3.898000
2,44,0.277000
2,44,7.346000
2,44,0.157000
2,44,1.307000
2,44,1.691000
2,44,1.303000
2,44,1.233000
2,44,1.803000
2,44,0.584000
2,44,3.651000
2,44,1.448000
2,44,0.195000
2,44,0.681000
2,44,3.443000
2,44,1.492000
2,48,15.555000
2,48,0.738000
2,48,8.721000
2,48,6.869000
2,48,3.799000
2,48,3.347000
2,48,19.347000
2,48,2.246000
2,48,18.665000
2,48,6.305000
2,48,17.965000
2,48,1.799000
2,48,11.864000
2,48,4.209000
2,48,3.885000
2,48,22.966000
2,48,12.113000
2,48,0.009000
2,48,0.124000
2,48,0.180000
2,48,1.991000
2,48,2.737000
2,48,11.429000
2,48,6.994000
2,48,7.090000
2,48,2.351000
2,48,4.159000
2,48,5.868000
2,48,7.285000
2,48,57.694000
2,52,39.414000
2,52,151.363000
2,52,14.789000
2,52,1.015000
2,52,51.194000
2,52,112.412000
2,52,33.146000
2,52,48.884000
2,52,67.900000
2,52,7.340000
2,52,255.064000
2,52,25.191000
2,52,3.952000
2,52,387.144000
2,52,13.467000
2,52,17.117000
2,52,12.877000
2,52,76.331000
2,52,2.112000
2,52,160.075000
2,52,2.646000
2,52,73.191000
2,52,2.096000
2,52,1.001000
2,52,3.413000
2,52,58.671000
2,52,1.290000
2,52,19.468000
2,52,4.153000
2,52,23.490000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.002000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.000000
4,4,0.000000
4,4,0.000000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,4,0.001000
4,4,0.000000
4,8,0.002000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.001000
4,8,0.000000
4,8,0.001000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.001000
4,8,0.000000
4,8,0.001000
4,8,0.000000
4,8,0.002000
4,8,0.001000
4,8,0.000000
4,8,0.000000
4,8,0.001000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.000000
4,8,0.001000
4,8,0.000000
4,8,0.000000
4,8,0.002000
4,12,0.001000
4,12,0.000000
4,12,0.000000
4,12,0.000000
4,12,0.001000
4,12,0.000000
4,12,0.000000
4,12,0.001000
4,12,0.001000
4,12,0.000000
4,12,0.000000
4,12,0.002000
4,12,0.000000
4,12,0.000000
4,12,0.000000
4,12,0.001000
4,12,0.000000
4,12,0.001000
4,12,0.001000
4,12,0.000000
4,12,0.001000
4,12,0.000000
4,12,0.000000
4,12,0.001000
4,12,0.000000
4,12,0.002000
4,12,0.001000
4,12,0.000000
4,12,0.001000
4,12,0.000000
4,16,0.000000
4,16,0.000000
4,16,0.001000
4,16,0.000000
4,16,0.000000
4,16,0.000000
4,16,0.000000
4,16,0.000000
4,16,0.001000
4,16,0.000000
4,16,0.000000
4,16,0.000000
4,16,0.000000
4,16,0.001000
4,16,0.000000
4,16,0.000000
4,16,0.001000
4,16,0.000000
4,16,0.001000
4,16,0.002000
4,16,0.000000
4,16,0.001000
4,16,0.000000
4,16,0.000000
4,16,0.001000
4,16,0.000000
4,16,0.000000
4,16,0.001000
4,16,0.001000
4,16,0.002000
4,20,0.001000
4,20,0.000000
4,20,0.000000
4,20,0.002000
4,20,0.001000
4,20,0.001000
4,20,0.000000
4,20,0.001000
4,20,0.004000
4,20,0.000000
4,20,0.000000
4,20,0.001000
4,20,0.001000
4,20,0.000000
4,20,0.001000
4,20,0.001000
4,20,0.001000
4,20,0.000000
4,20,0.000000
4,20,0.001000
4,20,0.002000
4,20,0.000000
4,20,0.000000
4,20,0.001000
4,20,0.001000
4,20,0.001000
4,20,0.000000
4,20,0.000000
4,20,0.000000
4,20,0.000000
4,24,0.002000
4,24,0.000000
4,24,0.001000
4,24,0.001000
4,24,0.002000
4,24,0.002000
4,24,0.001000
4,24,0.001000
4,24,0.002000
4,24,0.002000
4,24,0.001000
4,24,0.001000
4,24,0.002000
4,24,0.001000
4,24,0.001000
4,24,0.001000
4,24,0.003000
4,24,0.001000
4,24,0.002000
4,24,0.001000
4,24,0.001000
4,24,0.002000
4,24,0.004000
4,24,0.009000
4,24,0.003000
4,24,0.000000
4,24,0.000000
4,24,0.000000
4,24,0.000000
4,24,0.000000
4,28,0.003000
4,28,0.003000
4,28,0.004000
4,28,0.008000
4,28,0.004000
4,28,0.001000
4,28,0.003000
4,28,0.001000
4,28,0.002000
4,28,0.001000
4,28,0.004000
4,28,0.000000
4,28,0.000000
4,28,0.001000
4,28,0.004000
4,28,0.010000
4,28,0.002000
4,28,0.006000
4,28,0.002000
4,28,0.003000
4,28,0.011000
4,28,0.002000
4,28,0.001000
4,28,0.006000
4,28,0.006000
4,28,0.001000
4,28,0.005000
4,28,0.003000
4,28,0.003000
4,28,0.001000
4,32,0.026000
4,32,0.082000
4,32,0.016000
4,32,0.004000
4,32,0.007000
4,32,0.009000
4,32,0.001000
4,32,0.000000
4,32,0.008000
4,32,0.001000
4,32,0.010000
4,32,0.002000
4,32,0.012000
4,32,0.012000
4,32,0.005000
4,32,0.009000
4,32,0.016000
4,32,0.009000
4,32,0.019000
4,32,0.072000
4,32,0.031000
4,32,0.002000
4,32,0.047000
4,32,0.009000
4,32,0.006000
4,32,0.010000
4,32,0.009000
4,32,0.034000
4,32,0.011000
4,32,0.138000
4,36,0.363000
4,36,0.026000
4,36,0.010000
4,36,0.069000
4,36,0.002000
4,36,0.812000
4,36,0.102000
4,36,0.005000
4,36,0.212000
4,36,0.042000
4,36,0.051000
4,36,0.047000
4,36,0.012000
4,36,0.033000
4,36,0.130000
4,36,0.067000
4,36,0.027000
4,36,0.057000
4,36,0.232000
4,36,0.044000
4,36,0.019000
4,36,0.056000
4,36,0.005000
4,36,0.000000
4,36,0.157000
4,36,0.146000
4,36,0.044000
4,36,0.014000
4,36,0.007000
4,36,0.034000
4,40,0.014000
4,40,0.042000
4,40,0.221000
4,40,0.887000
4,40,0.143000
4,40,0.299000
4,40,0.687000
4,40,0.229000
4,40,0.670000
4,40,0.284000
4,40,0.342000
4,40,0.594000
4,40,0.999000
4,40,0.104000
4,40,0.481000
4,40,0.032000
4,40,0.247000
4,40,0.002000
4,40,1.147000
4,40,0.198000
4,40,0.064000
4,40,0.139000
4,40,0.655000
4,40,0.471000
4,40,0.684000
4,40,0.061000
4,40,0.096000
4,40,0.050000
4,40,0.077000
4,40,1.525000
4,44,0.499000
4,44,0.261000
4,44,1.726000
4,44,0.425000
4,44,0.308000
4,44,1.872000
4,44,2.529000
4,44,0.226000
4,44,0.501000
4,44,0.719000
4,44,133.224000
4,44,1.503000
4,44,0.043000
4,44,1.942000
4,44,2.416000
4,44,0.217000
4,44,5.245000
4,44,0.117000
4,44,0.911000
4,44,1.162000
4,44,0.806000
4,44,0.841000
4,44,1.223000
4,44,0.476000
4,44,2.436000
4,44,0.963000
4,44,0.155000
4,44,0.502000
4,44,2.509000
4,44,1.021000
4,48,11.137000
4,48,0.457000
4,48,5.801000
4,48,4.651000
4,48,2.500000
4,48,2.417000
4,48,13.611000
4,48,1.555000
4,48,14.036000
4,48,4.345000
4,48,12.914000
4,48,1.281000
4,48,7.989000
4,48,2.436000
4,48,2.894000
4,48,16.171000
4,48,8.379000
4,48,0.005000
4,48,0.096000
4,48,0.139000
4,48,1.414000
4,48,1.488000
4,48,7.898000
4,48,4.866000
4,48,5.294000
4,48,1.731000
4,48,2.958000
4,48,4.244000
4,48,4.959000
4,48,42.324000
4,52,23.812000
4,52,101.720000
4,52,10.461000
4,52,0.737000
4,52,31.106000
4,52,75.603000
4,52,20.692000
4,52,30.048000
4,52,43.032000
4,52,5.400000
4,52,168.426000
4,52,16.498000
4,52,2.991000
4,52,256.180000
4,52,9.654000
4,52,12.361000
4,52,9.211000
4,52,45.537000
4,52,1.495000
4,52,104.095000
4,52,2.161000
4,52,46.098000
4,52,1.554000
4,52,0.727000
4,52,2.392000
4,52,35.625000
4,52,0.920000
4,52,13.735000
4,52,2.592000
4,52,15.721000
