best_training_loss,best_training_loss_epoch,best_validation_loss,best_validation_loss_epoch,best_training_acc,best_training_acc_epoch,best_validation_acc,best_validation_acc_epoch,final_validation_loss,final_validation_acc,final_training_loss,final_training_acc,learning_rate,hidden_neurons,hidden_activation,output_activation,elapsed_seconds
0.34009890245334784,9999,0.3463472341726882,9999,0.4117647058823529,0,0.4,7236,0.3463472341726882,0.4,0.34009890245334784,0.4117647058823529,0.001,5,sigmoid,sigmoid,21.454888820648193
0.23633028534485287,9999,0.23562236142787346,9999,0.7058823529411765,9460,0.6666666666666666,9716,0.23562236142787346,0.6666666666666666,0.23633028534485287,0.7058823529411765,0.001,5,sigmoid,sigmoid,20.674137830734253
0.29629830828521003,9999,0.299251600676777,9999,0.5882352941176471,3879,0.6666666666666666,996,0.299251600676777,0.5333333333333333,0.29629830828521003,0.5882352941176471,0.001,5,sigmoid,sigmoid,20.30034041404724
0.318398184901714,9999,0.3232152502473581,9999,0.5,9354,0.6,5876,0.3232152502473581,0.5333333333333333,0.318398184901714,0.5,0.001,5,sigmoid,sigmoid,20.371777296066284
0.3103721785706714,9999,0.31428950616874707,9999,0.4411764705882353,6480,0.4,3847,0.31428950616874707,0.4,0.3103721785706714,0.4411764705882353,0.001,10,sigmoid,sigmoid,22.029675006866455
0.3760400190673416,9999,0.40212042176324153,1059,0.4117647058823529,2527,0.3333333333333333,0,0.40243325232813804,0.3333333333333333,0.3760400190673416,0.4117647058823529,0.001,10,sigmoid,sigmoid,21.858843088150024
0.30388435841276956,9999,0.2977769398463214,9999,0.5882352941176471,566,0.6,747,0.2977769398463214,0.4,0.30388435841276956,0.47058823529411764,0.001,10,sigmoid,sigmoid,22.325794458389282
0.334668108657571,9999,0.3527368937176144,9999,0.4411764705882353,889,0.4,863,0.3527368937176144,0.26666666666666666,0.334668108657571,0.4117647058823529,0.001,10,sigmoid,sigmoid,22.617364168167114
0.36423966730835816,9999,0.4030776527679732,9999,0.5882352941176471,0,0.6666666666666666,0,0.4030776527679732,0.4666666666666667,0.36423966730835816,0.5588235294117647,0.001,15,sigmoid,sigmoid,22.463659048080444
0.3137207200208549,9999,0.31925337567894424,9999,0.5882352941176471,6473,0.4666666666666667,1759,0.31925337567894424,0.4,0.3137207200208549,0.5882352941176471,0.001,15,sigmoid,sigmoid,23.141855001449585
0.34623177524143045,9999,0.349441342538208,9999,0.35294117647058826,324,0.4,217,0.349441342538208,0.26666666666666666,0.34623177524143045,0.35294117647058826,0.001,15,sigmoid,sigmoid,23.220163345336914
0.3240361890024353,9999,0.285058324717261,9999,0.4411764705882353,3852,0.5333333333333333,4852,0.285058324717261,0.5333333333333333,0.3240361890024353,0.4117647058823529,0.001,15,sigmoid,sigmoid,22.556626558303833
0.23848492173038568,9999,0.20813999231494235,9999,0.6470588235294118,243,0.8,102,0.20813999231494235,0.7333333333333333,0.23848492173038568,0.6470588235294118,0.001,20,sigmoid,sigmoid,22.772833108901978
0.3282556964076319,9999,0.3751939703613772,9999,0.5294117647058824,8960,0.3333333333333333,455,0.3751939703613772,0.26666666666666666,0.3282556964076319,0.5294117647058824,0.001,20,sigmoid,sigmoid,22.91619849205017
0.332148854509274,9999,0.3668780179974679,9999,0.47058823529411764,9261,0.3333333333333333,0,0.3668780179974679,0.26666666666666666,0.332148854509274,0.47058823529411764,0.001,20,sigmoid,sigmoid,22.910809755325317
0.2904734529243755,9999,0.3117305669646137,9999,0.47058823529411764,7260,0.5333333333333333,9723,0.3117305669646137,0.5333333333333333,0.2904734529243755,0.47058823529411764,0.001,20,sigmoid,sigmoid,22.319175720214844
0.4541301824866302,9999,0.43266369007698846,9999,0.2647058823529412,1782,0.3333333333333333,734,0.43266369007698846,0.26666666666666666,0.4541301824866302,0.2647058823529412,0.001,25,sigmoid,sigmoid,22.405328512191772
0.29213060685954767,9999,0.3363740059080117,9999,0.6176470588235294,1616,0.6,4214,0.3363740059080117,0.6,0.29213060685954767,0.6176470588235294,0.001,25,sigmoid,sigmoid,23.117483139038086
0.299055755912088,9999,0.2965185031512496,9999,0.5882352941176471,9764,0.5333333333333333,5062,0.2965185031512496,0.5333333333333333,0.299055755912088,0.5882352941176471,0.001,25,sigmoid,sigmoid,23.0130558013916
