best_training_loss,best_training_loss_epoch,best_validation_loss,best_validation_loss_epoch,best_training_acc,best_training_acc_epoch,best_validation_acc,best_validation_acc_epoch,final_validation_loss,final_validation_acc,final_training_loss,final_training_acc,learning_rate,hidden_neurons,hidden_activation,output_activation,elapsed_seconds
0.3299777247837054,9999,0.34213617212303366,9999,0.47058823529411764,5538,0.5333333333333333,5915,0.34213617212303366,0.4,0.3299777247837054,0.4117647058823529,0.001,5,sigmoid,sigmoid,22.287227153778076
0.3459485307347883,9999,0.34661701718621996,9999,0.4117647058823529,8065,0.4666666666666667,5491,0.34661701718621996,0.4,0.3459485307347883,0.35294117647058826,0.001,5,sigmoid,sigmoid,20.865479946136475
0.36513566058477825,9999,0.36302782657542865,9999,0.5,2621,0.5333333333333333,2204,0.36302782657542865,0.4666666666666667,0.36513566058477825,0.4117647058823529,0.001,5,sigmoid,sigmoid,21.02210235595703
0.3277542616152941,9999,0.3471959223129905,9999,0.4117647058823529,6180,0.4,2187,0.3471959223129905,0.3333333333333333,0.3277542616152941,0.4117647058823529,0.001,5,sigmoid,sigmoid,21.07850217819214
0.36879153693398575,9999,0.4388475548381031,685,0.47058823529411764,8805,0.26666666666666666,0,0.4535096428573645,0.13333333333333333,0.36879153693398575,0.47058823529411764,0.001,10,sigmoid,sigmoid,22.93866753578186
0.3074000955523439,9999,0.3226293112853333,9999,0.5588235294117647,2875,0.6666666666666666,2351,0.3226293112853333,0.5333333333333333,0.3074000955523439,0.5588235294117647,0.001,10,sigmoid,sigmoid,22.15334463119507
0.310266618601791,9999,0.32519192405954883,9999,0.5294117647058824,286,0.5333333333333333,0,0.32519192405954883,0.5333333333333333,0.310266618601791,0.5294117647058824,0.001,10,sigmoid,sigmoid,22.104859590530396
0.3488825870142171,9999,0.36752935353829813,9999,0.47058823529411764,2587,0.4,399,0.36752935353829813,0.3333333333333333,0.3488825870142171,0.4411764705882353,0.001,10,sigmoid,sigmoid,21.56177568435669
0.3390014189763184,9999,0.3438071874807235,9999,0.4411764705882353,7986,0.4,4265,0.3438071874807235,0.4,0.3390014189763184,0.4411764705882353,0.001,15,sigmoid,sigmoid,21.47570538520813
0.3294063518904326,9999,0.3209879041028035,9999,0.4117647058823529,561,0.6,57,0.3209879041028035,0.4666666666666667,0.3294063518904326,0.4117647058823529,0.001,15,sigmoid,sigmoid,22.198721408843994
0.33700432761341553,9999,0.3149274787979454,9999,0.47058823529411764,3535,0.6666666666666666,3267,0.3149274787979454,0.5333333333333333,0.33700432761341553,0.4411764705882353,0.001,15,sigmoid,sigmoid,22.182576179504395
0.35149830942375443,9999,0.3504862013925139,9999,0.4411764705882353,7127,0.4666666666666667,6101,0.3504862013925139,0.4666666666666667,0.35149830942375443,0.4117647058823529,0.001,15,sigmoid,sigmoid,22.081738710403442
0.24031496414327863,9999,0.2259529312399118,9999,0.7352941176470589,9404,0.8666666666666667,1220,0.2259529312399118,0.6666666666666666,0.24031496414327863,0.7352941176470589,0.001,20,sigmoid,sigmoid,22.27556610107422
0.37933232953116774,9999,0.445344477339293,9999,0.47058823529411764,1575,0.4,1454,0.445344477339293,0.2,0.37933232953116774,0.4117647058823529,0.001,20,sigmoid,sigmoid,22.546631336212158
0.34725361342565214,9999,0.35751378914259313,9999,0.47058823529411764,3017,0.4666666666666667,3026,0.35751378914259313,0.4666666666666667,0.34725361342565214,0.38235294117647056,0.001,20,sigmoid,sigmoid,22.29649043083191
0.43969336185949776,9999,0.4466145070806968,9999,0.23529411764705882,0,0.3333333333333333,0,0.4466145070806968,0.13333333333333333,0.43969336185949776,0.11764705882352941,0.001,20,sigmoid,sigmoid,22.85148596763611
0.3142275852903297,9999,0.30785539473795076,9999,0.47058823529411764,53,0.4,0,0.30785539473795076,0.3333333333333333,0.3142275852903297,0.47058823529411764,0.001,25,sigmoid,sigmoid,23.486328840255737
